week_start,region_id,total_weight,total_amount,trade_count,price_per_kg,weather_region,water_temp,wind_speed,month,season_peak,week_of_year,week_of_year_sin,week_of_year_cos,rolling_weight_4w,rolling_weight_12w,lag_weight_1w,lag_weight_2w,lag_weight_3w,lag_price_1w,rolling_price_4w
2023-03-27,1,54700,370791000,281,6778.628884826326,통영,14.9,5.128571428571429,3,0,13,1.0,-1.6081226496766366e-16,33020.0,37971.333333333336,50240.0,40640.0,34320.0,6706.349522292993,6919.634786495471
2023-04-03,1,32260,225765000,191,6998.295102293862,통영,14.985714285714284,9.142857142857142,4,0,14,0.992708874098054,-0.12053668025532288,44975.0,38624.416666666664,54700.0,50240.0,40640.0,6778.628884826326,6875.883577469494
2023-04-10,1,40680,296105000,189,7278.883972468043,통영,14.642857142857142,4.857142857142857,4,0,15,0.9709418174260521,-0.2393156642875575,44460.0,36702.75,32260.0,54700.0,50240.0,6998.295102293862,6866.869066329673
2023-04-17,1,22660,174152000,229,7685.436893203883,통영,15.025,9.225,4,0,16,0.9350162426854148,-0.35460488704253545,44470.0,39600.833333333336,40680.0,32260.0,54700.0,7278.883972468043,6940.5393704703065
2023-04-24,1,1143,7310000,7,6395.450568678915,통영,14.7,6.771428571428571,4,0,17,0.8854560256532099,-0.4647231720437685,37575.0,39019.166666666664,22660.0,40680.0,32260.0,7685.436893203883,7185.311213198028
2023-06-12,1,20,37000,1,1850.0,통영,22.014285714285712,3.1142857142857143,6,0,24,0.23931566428755768,-0.970941817426052,24185.75,35485.25,1143.0,22660.0,40680.0,6395.450568678915,7089.516634161176
2023-06-19,1,5500,38965000,23,7084.545454545455,통영,20.985714285714288,5.985714285714286,6,0,25,0.12053668025532308,-0.992708874098054,16125.75,28256.916666666668,20.0,1143.0,22660.0,1850.0,5802.44285858771
2023-06-26,1,180,910000,8,5055.555555555556,통영,21.414285714285715,4.957142857142857,6,0,26,-3.216245299353273e-16,-1.0,7330.75,25326.916666666668,5500.0,20.0,1143.0,7084.545454545455,5753.858229107063
2023-07-03,1,300,875000,8,2916.6666666666665,통영,22.157142857142855,3.9,7,0,27,-0.12053668025532283,-0.992708874098054,1710.75,24101.916666666668,180.0,5500.0,20.0,5055.555555555556,5096.387894694982
2023-07-10,1,643,2102000,23,3269.0513219284603,통영,22.5,5.642857142857143,7,0,28,-0.23931566428755743,-0.9709418174260521,1500.0,23553.583333333332,300.0,180.0,5500.0,2916.6666666666665,4226.69191919192
2023-07-17,1,160,613000,8,3831.25,통영,23.414285714285715,3.871428571428571,7,0,29,-0.3546048870425356,-0.9350162426854148,1655.75,20747.166666666668,643.0,300.0,180.0,3269.0513219284603,4581.454749674034
2023-07-24,1,785,2959000,25,3769.4267515923566,통영,26.414285714285715,1.9714285714285715,7,0,30,-0.46472317204376806,-0.8854560256532101,320.75,17373.833333333332,160.0,643.0,300.0,3831.25,3768.1308860376703
2023-07-31,1,2418,10767000,39,4452.853598014888,통영,28.714285714285715,3.957142857142857,7,0,31,-0.5680647467311556,-0.8229838658936566,472.0,13252.583333333334,785.0,160.0,643.0,3769.4267515923566,3446.5986850468707
2023-08-07,1,620,4108000,10,6625.806451612903,통영,27.585714285714285,8.4,8,0,32,-0.663122658240795,-0.7485107481711013,1001.5,8895.75,2418.0,785.0,160.0,4452.853598014888,3830.6454178839263
2023-08-14,1,18,40000,2,2222.222222222222,통영,28.3,4.885714285714286,8,0,33,-0.7485107481711011,-0.6631226582407952,995.75,6259.083333333333,620.0,2418.0,785.0,6625.806451612903,4669.834200305037
2023-08-21,1,481,1827000,18,3798.3367983367984,통영,28.728571428571428,5.914285714285714,8,0,34,-0.8229838658936564,-0.5680647467311559,960.25,2870.5833333333335,18.0,620.0,2418.0,2222.222222222222,4267.577255860592
2023-08-28,1,140,353000,5,2521.4285714285716,통영,27.82857142857143,5.6000000000000005,8,0,35,-0.8854560256532096,-0.4647231720437691,884.25,1022.3333333333334,481.0,18.0,620.0,3798.3367983367984,4274.804767546703
2023-09-04,1,460,998000,15,2169.5652173913045,통영,27.32857142857143,6.914285714285714,9,1,36,-0.9350162426854147,-0.3546048870425359,314.75,938.75,140.0,481.0,18.0,2521.4285714285716,3791.948510900124
2023-09-11,1,6495,15346000,81,2362.740569668976,통영,27.514285714285712,4.814285714285715,9,1,37,-0.970941817426052,-0.23931566428755774,274.75,975.4166666666666,460.0,140.0,481.0,2169.5652173913045,2677.888202344724
2023-09-18,1,3249,6308000,62,1941.5204678362572,통영,26.885714285714283,7.471428571428571,9,1,38,-0.992708874098054,-0.12053668025532357,1894.0,1058.3333333333333,6495.0,460.0,140.0,2362.740569668976,2713.0177892064125
2023-09-25,1,1169,2351000,25,2011.120615911035,통영,25.542857142857144,5.385714285714286,9,1,39,-1.0,-1.8369701987210297e-16,2586.0,1314.0833333333333,3249.0,6495.0,460.0,1941.5204678362572,2248.8137065812775
2023-10-02,1,2890,7413000,56,2565.0519031141866,통영,23.985714285714288,6.928571428571429,10,1,40,-0.992708874098054,0.1205366802553232,2843.25,1386.5,1169.0,3249.0,6495.0,2011.120615911035,2121.236717701893
2023-10-09,1,22806,76017000,75,3333.201789002894,통영,22.057142857142857,6.728571428571428,10,1,41,-0.9709418174260521,0.23931566428755738,3450.75,1573.75,2890.0,1169.0,3249.0,2565.0519031141866,2220.108389132614
2023-10-16,1,2911,10416000,76,3578.151837856407,통영,21.17142857142857,6.185714285714285,10,1,42,-0.9350162426854148,0.35460488704253557,7528.5,3460.9166666666665,22806.0,2890.0,1169.0,3333.201789002894,2462.7236939660934
2023-10-23,1,25197,104619000,286,4152.041909751161,통영,19.97142857142857,4.3428571428571425,10,1,43,-0.8854560256532101,0.464723172043768,7444.0,3638.0833333333335,2911.0,22806.0,2890.0,3578.151837856407,2871.881536471131
2023-10-30,1,48792,216220000,398,4431.464174454829,통영,19.842857142857145,4.171428571428572,10,1,44,-0.822983865893657,0.5680647467311548,13451.0,5536.333333333333,25197.0,2911.0,22806.0,4152.041909751161,3407.111859931162
2023-11-06,1,28430,125672000,287,4420.400984875132,통영,18.214285714285715,7.1000000000000005,11,1,45,-0.7485107481711011,0.6631226582407952,24926.5,9550.666666666666,48792.0,25197.0,2911.0,4431.464174454829,3873.714927766323
2023-11-13,1,48353,215908000,358,4465.245176100759,통영,16.814285714285713,7.6571428571428575,11,1,46,-0.6631226582407955,0.7485107481711007,26332.5,11918.333333333334,28430.0,48792.0,25197.0,4420.400984875132,4145.514726734382
